0	100	0	100
1574	100	0	100
2007	100	0	100
1998	100	0	100
1996	100	0	100
2000	100	0	100
1998	100	0	100
2037	100	0	100
1961	100	0	100
1998	100	0	100
2019	100	0	100
1977	100	0	100
1998	100	0	100
2000	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
2000	100	0	100
2045	100	0	100
1953	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2002	100	0	100
1998	100	0	100
1999	100	0	100
1999	100	0	100
2002	100	0	100
2041	100	0	100
1957	100	0	100
1999	100	0	100
2001	100	0	100
1998	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
1997	100	0	100
2048	100	0	100
1951	100	0	100
2002	100	0	100
1997	100	0	100
2000	100	0	100
1998	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
1997	100	0	100
2000	100	0	100
2046	100	0	100
1955	100	0	100
1997	100	0	100
2001	100	0	100
1998	100	0	100
2002	100	0	100
1997	100	0	100
2001	100	0	100
1999	100	0	100
1999	100	0	100
1995	100	0	100
2051	100	0	100
1952	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
2000	100	0	100
1999	100	0	100
1999	100	0	100
2000	100	0	100
2046	100	0	100
1953	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2002	100	0	100
1997	100	0	100
2001	100	0	100
1999	100	0	100
2047	100	0	100
1952	100	0	100
2000	100	0	100
1999	100	0	100
2002	100	0	100
1997	100	0	100
2002	100	0	100
1998	100	0	100
2000	100	0	100
2002	100	0	100
1998	100	0	100
2045	100	0	100
1954	100	0	100
2000	100	0	100
1999	100	0	100
1999	100	0	100
2001	100	0	100
2000	100	0	100
2000	100	0	100
1998	100	0	100
2000	100	0	100
1999	100	0	100
2046	100	0	100
1953	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
2006	100	0	100
1993	100	0	100
1999	100	0	100
2000	100	0	100
2000	100	0	100
1999	100	0	100
2046	100	0	100
1953	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2002	100	0	100
1997	100	0	100
2002	100	0	100
1997	100	0	100
2000	100	0	100
1999	100	0	100
2048	100	0	100
1951	100	0	100
2001	100	0	100
1999	100	0	100
2001	100	0	100
2000	100	0	100
1998	100	0	100
1999	100	0	100
2018	100	0	100
1982	100	0	100
2000	100	0	100
2046	100	0	100
1953	100	0	100
1999	100	0	100
2003	100	0	100
1996	100	0	100
2000	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1998	100	0	100
2020	100	0	100
1981	100	0	100
2001	100	0	100
2000	100	0	100
1998	100	0	100
1998	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
2018	100	0	100
1981	100	0	100
2000	100	0	100
1999	100	0	100
1998	100	0	100
2000	100	0	100
1998	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2048	100	0	100
1951	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1998	100	0	100
2001	100	0	100
2018	100	0	100
1983	100	0	100
1997	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2047	100	0	100
1953	100	0	100
1999	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
2048	100	0	100
1952	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1998	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2049	100	0	100
1950	100	0	100
2000	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2012	100	0	100
1988	100	0	100
2001	100	0	100
2044	100	0	100
1954	100	0	100
1998	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
2000	100	0	100
2047	100	0	100
1951	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
2000	100	0	100
1999	100	0	100
2046	100	0	100
1953	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
1999	100	0	100
1999	100	0	100
1999	100	0	100
2048	100	0	100
1952	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
2001	100	0	100
2000	100	0	100
1998	100	0	100
1999	100	0	100
2047	100	0	100
1953	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
1998	100	0	100
2002	100	0	100
1997	100	0	100
2000	100	0	100
1998	100	0	100
2048	100	0	100
1951	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
2001	100	0	100
1999	100	0	100
1998	100	0	100
2001	100	0	100
2017	100	0	100
1982	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
2000	100	0	100
2000	100	0	100
1998	100	0	100
2000	100	0	100
1998	100	0	100
2048	100	0	100
1951	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
1997	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
2046	100	0	100
1954	100	0	100
1999	100	0	100
2000	100	0	100
1998	100	0	100
2004	100	0	100
1995	100	0	100
2004	100	0	100
1996	100	0	100
2000	100	0	100
1999	100	0	100
2019	100	0	100
1980	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
2000	100	0	100
2000	100	0	100
1998	100	0	100
2003	100	0	100
1996	100	0	100
2000	100	0	100
2047	100	0	100
1953	100	0	100
1998	100	0	100
2001	100	0	100
2000	100	0	100
2001	100	0	100
1997	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
1998	100	0	100
2048	100	0	100
1951	100	0	100
2000	100	0	100
2000	100	0	100
1999	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2003	100	0	100
1996	100	0	100
2002	100	0	100
2044	100	0	100
1955	100	0	100
1997	100	0	100
2005	100	0	100
1995	100	0	100
2001	100	0	100
1997	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1998	100	0	100
2020	100	0	100
1980	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
1997	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
2017	100	0	100
1982	100	0	100
2004	100	0	100
1997	100	0	100
1997	100	0	100
1999	100	0	100
1999	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1998	100	0	100
2048	100	0	100
1953	100	0	100
1999	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
2046	100	0	100
1954	100	0	100
1997	100	0	100
2001	100	0	100
1999	100	0	100
2002	100	0	100
2000	100	0	100
1998	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2046	100	0	100
1953	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1998	100	0	100
2001	100	0	100
2020	100	0	100
1981	100	0	100
1998	100	0	100
2001	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
2000	100	0	100
2046	100	0	100
1952	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1998	100	0	100
2001	100	0	100
2000	100	0	100
1999	100	0	100
2046	100	0	100
1953	100	0	100
1998	100	0	100
2000	100	0	100
1998	100	0	100
2001	100	0	100
1998	100	0	100
2000	100	0	100
1999	100	0	100
2002	100	0	100
1997	100	0	100
2048	100	0	100
1953	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2002	100	0	100
1997	100	0	100
2000	100	0	100
2045	100	0	100
1954	100	0	100
1998	100	0	100
2001	100	0	100
1998	100	0	100
2000	100	0	100
1999	100	0	100
2000	100	0	100
2000	100	0	100
1999	100	0	100
1999	100	0	100
2048	100	0	100
1951	100	0	100
2001	100	0	100
1999	100	0	100
2001	100	0	100
1998	100	0	100
2000	100	0	100
2000	100	0	100
2000	100	0	100
1998	100	0	100
2000	100	0	100
2046	100	0	100
1953	100	0	100
1999	100	0	100
2000	100	0	100
1999	100	0	100
2001	100	0	100
1998	100	0	100
2002	100	0	100
1997	100	0	100
2000	100	0	100
1999	100	0	100
2019	100	0	100
1980	100	0	100
2001	100	0	100
1998	100	0	100
2001	100	0	100
1998	100	0	100
4377	100	0	100
4339	100	0	100
4368	100	0	100
93	100	0	2
5522	100	0	100
4838	100	0	100
12123	100	0	100
85	100	0	2
1919	100	0	78
1998	100	0	85
2000	100	0	85
2001	100	0	86
2002	100	0	85
1995	100	0	84
2000	100	0	85
1998	100	0	86
2000	100	0	85
1999	100	0	85
2000	100	0	86
1999	100	0	86
2000	100	0	86
2000	100	0	86
1999	100	0	86
1999	100	0	86
2000	100	0	86
1999	100	0	86
2002	100	0	87
1997	100	0	86
2002	100	0	86
1997	100	0	85
2000	100	0	85
1999	100	0	86
2001	100	0	86
1998	100	0	86
2000	100	0	85
1999	100	0	85
2009	100	0	86
1992	100	0	84
2002	100	0	85
1996	100	0	85
2000	100	0	85
1999	100	0	85
2019	100	0	88
5175	100	0	100
58	100	0	2
4534	100	0	100
62	100	0	2
1964	100	0	82
2032	100	0	90
1965	100	0	80
1992	100	0	85
2001	100	0	85
2000	100	0	87
1999	100	0	86
1998	100	0	84
2000	100	0	86
2006	100	0	87
1994	100	0	85
1998	100	0	86
2000	100	0	85
1999	100	0	85
2000	100	0	85
1999	100	0	86
2002	100	0	86
1997	100	0	85
2003	100	0	87
1998	100	0	86
1999	100	0	85
1998	100	0	86
2003	100	0	87
1996	100	0	84
2000	100	0	85
1999	100	0	86
2002	100	0	87
1997	100	0	85
2000	100	0	84
1999	100	0	86
2002	100	0	86
1997	100	0	84
2000	100	0	86
1998	100	0	85
2001	100	0	86
1999	100	0	86
2007	100	0	83
1999	100	0	84
1993	100	0	86
1999	100	0	86
2000	100	0	86
1999	100	0	85
2001	100	0	87
2002	100	0	87
1997	100	0	86
1999	100	0	86
2000	100	0	87
2000	100	0	87
1999	100	0	86
1999	100	0	86
1991	100	0	85
2020	100	0	87
1991	100	0	84
1997	100	0	87
2000	100	0	87
1999	100	0	87
2000	100	0	87
1999	100	0	87
2002	100	0	87
1997	100	0	86
2001	100	0	87
1999	100	0	87
2000	100	0	87
1999	100	0	87
2046	100	0	90
1953	100	0	81
2000	100	0	87
1999	100	0	87
2001	100	0	87
1998	100	0	87
2000	100	0	86
1999	100	0	87
2000	100	0	87
1999	100	0	87
2000	100	0	87
1999	100	0	87
2003	100	0	87
1997	100	0	87
2000	100	0	87
2000	100	0	86
2002	100	0	87
1997	100	0	87
2001	100	0	86
1997	100	0	87
2000	100	0	87
2011	100	0	88
1991	100	0	84
1997	100	0	86
2002	100	0	87
1999	100	0	87
2001	100	0	86
1997	100	0	86
2002	100	0	87
1998	100	0	86
2001	100	0	86
1998	100	0	87
2000	100	0	87
1999	100	0	87
2005	100	0	87
1996	100	0	86
1999	100	0	86
1999	100	0	87
2001	100	0	86
1998	100	0	87
2000	100	0	86
1999	100	0	87
2012	100	0	88
