1	0	30
2	54	99
3	93	27
4	278	80
5	193	13
6	174	138
7	116	124
8	125	110
9	78	97
10	3175	21
11	48	4
12	42	88
13	39	50
14	38	68
15	41	325
16	1114	144
17	48	53
18	46	19
19	43	100
20	34	10
21	40	6
22	19	385
23	1072	20
24	18	135
25	1073	23
26	18	72
27	1076	23
28	23	91
29	1062	156
30	1085	379
31	1096	227
32	1083	92
33	29	132
34	1084	8
35	29	159
36	1064	57
37	30	260
38	1072	20
39	29	127
40	1052	22
41	38	110
42	1040	61
43	1061	43
44	1061	8
45	29	127
46	1047	131
47	1059	91
48	1064	132
49	1074	320
50	1058	121
51	1060	15
52	30	47
53	19	57
54	1028	157
55	1067	68
56	1089	79
57	34	98
58	1065	86
59	1094	285
60	1097	27
61	35	83
62	1072	185
63	1095	358
64	1095	27
65	35	277
66	1064	43
67	37	12
68	18	180
69	1053	87
70	1095	135
71	1096	86
72	31	24
73	18	59
74	1060	54
75	48	35
76	1056	3
77	29	13
78	19	360
79	1054	207
80	1091	72
81	29	219
82	1068	6
83	22	31
84	17	109
85	1094	8
86	29	19
87	18	2
88	17	132
89	1041	8
90	29	68
91	1062	58
92	29	179
93	1064	190
94	1083	29
95	29	43
96	28	628
97	1068	125
98	1089	110
99	48	278
100	1050	125
101	1077	66
102	48	114
103	1036	16
104	38	80
105	1046	258
106	1086	35
107	47	132
108	1080	60
109	29	60
110	1067	69
111	29	5
112	19	7
113	17	189
114	1050	51
115	29	22
116	18	9
117	17	254
118	1069	35
119	38	145
120	1056	35
121	38	3
122	17	28
123	1048	36
124	29	97
125	1081	17
126	39	83
127	18	177
128	1038	57
129	30	6
130	28	147
131	1071	34
132	30	18
133	19	110
134	1053	98
135	1081	35
136	31	16
137	18	148
138	1054	57
139	29	102
140	1065	2
141	38	111
142	1059	35
143	38	279
144	1050	3
145	29	120
146	1065	124
147	1092	333
148	1088	40
149	38	94
150	1046	313
151	1088	31
152	38	402
153	1055	7
154	48	102
155	1048	152
156	1089	33
157	38	98
158	1049	118
159	1088	131
160	1088	14
161	29	22
162	18	164
163	1045	340
164	1080	49
165	38	260
166	1057	231
167	1083	139
168	1079	91
169	1082	20
170	30	122
171	1069	5
172	40	168
173	1058	10
174	38	191
175	1071	254
176	1088	111
177	1083	324
178	1086	186
179	1086	103
180	1087	55
181	38	166
182	1056	155
183	1078	147
184	1077	57
185	39	196
186	1045	15
187	29	14
188	20	1
189	17	68
190	1039	277
191	1081	12
192	38	89
193	1061	179
194	1081	33
195	29	6
196	19	170
197	1062	54
198	29	33
199	18	78
200	1070	34
201	38	1
202	28	473
203	1036	241
204	1079	93
205	1087	43
206	48	91
207	1039	87
208	29	632
209	1072	43
210	38	67
211	1057	88
212	1087	19
213	38	12
214	18	99
215	1046	8
216	29	40
217	18	68
218	1077	6
219	38	12
220	18	47
221	1038	39
222	31	39
223	19	150
224	1052	30
225	38	298
226	1057	142
227	1081	5
228	29	24
229	18	69
230	1053	26
231	38	130
232	1046	56
233	53	86
234	1039	69
235	39	193
236	1054	81
237	29	83
238	1059	22
239	39	31
240	20	420
241	1036	90
242	43	163
243	1067	7
244	31	320
245	1057	100
246	1087	5
247	38	116
248	1050	55
249	39	67
250	1059	126
251	1077	39
252	29	37
253	19	187
254	1061	50
255	29	14
256	19	196
257	1063	59
258	48	122
259	1036	128
260	1081	75
261	29	443
262	1068	149
263	1081	98
264	29	33
265	18	56
266	1058	30
267	39	55
268	1056	10
269	38	93
270	1057	82
271	38	79
272	18	340
273	1044	112
274	1090	53
275	38	60
276	1059	308
277	1092	217
278	1088	325
279	1088	24
280	41	29
281	19	14
282	17	49
283	1054	114
284	49	74
285	20	357
286	1067	79
287	39	130
288	1090	393
289	1088	24
290	38	28
291	19	113
292	1051	241
293	1083	31
294	38	18
295	19	125
296	1081	226
297	1060	31
298	39	17
299	18	175
300	1054	69
301	20	220
302	1089	59
303	20	74
304	1066	20
305	29	45
306	1081	54
307	20	56
308	1090	125
309	1102	44
310	20	4
311	16	5
312	26	3
313	16	17
314	16	51
315	1025	173
316	1091	211
317	1103	263
318	1106	26
319	24	19
320	27	66
321	1073	151
322	1102	190
323	1103	24
324	20	172
325	1100	36
326	39	24
327	31	39
328	1030	20
329	30	245
330	1087	115
331	39	22
332	18	41
333	1052	112
334	1096	99
335	30	93
336	1081	187
337	1082	204
338	1079	40
339	29	48
340	18	137
341	1052	76
342	21	379
343	1069	6
344	20	52
345	17	21
346	16	26
347	16	10
348	16	268
349	1047	56
350	32	204
351	1067	15
352	25	89
353	1080	36
354	30	93
355	1064	28
356	20	9
357	31	107
358	1048	26
359	29	59
360	16	46
361	1058	11
362	39	69
363	18	110
364	1041	90
365	1078	324
366	1077	69
367	1076	116
368	1077	142
369	1077	98
370	1077	154
371	1077	201
372	1077	656
373	1078	39
374	39	162
375	1053	112
376	1076	115
377	1060	20
378	39	44
379	20	523
380	1040	94
381	1071	29
382	4943	113
383	20	13
384	18	19
385	18	319
386	18	115
387	17	32
388	20	28
389	21	15
390	18	44
391	277	35
392	39	93
393	5338	118
394	23	29
395	27	119
396	19	278
397	17	48
398	17	162
399	17	4
400	26	36
401	17	39
402	19	151
403	1001	91
404	30	108
405	1069	113
406	30	17
407	19	55
408	1071	299
409	1089	77
410	29	43
411	28	277
412	1052	24
413	73	86
414	1019	65
415	34	63
416	1047	96
417	1069	13
418	32	200
419	1047	33
420	32	58
421	1047	92
422	1067	84
423	1086	333
424	1084	43
425	38	159
426	1056	344
427	1104	24
428	44	11
429	22	36
430	18	48
431	1027	330
432	1080	74
433	1069	101
434	1088	88
435	1079	23
436	52	112
437	1041	30
438	39	10
439	18	376
440	1026	105
441	1090	44
442	1106	164
443	1054	18
444	53	59
445	1037	97
446	1075	11
447	54	101
448	1036	49
449	1072	185
450	1072	29
451	35	164
452	1046	265
453	1091	12
454	48	84
455	1058	41
456	45	267
457	1056	123
458	1097	21
459	25	1
460	27	134
461	1061	46
462	35	56
463	30	18
464	29	52
465	1028	37
466	52	73
467	27	63
468	1041	153
469	1096	127
470	1097	76
471	47	154
472	1061	153
473	1090	16
474	57	34
475	33	49
476	1022	83
477	25	29
478	27	170
479	1073	86
480	67	73
481	1038	18
482	34	16
483	20	209
484	1054	64
485	34	69
486	1069	52
487	36	98
488	1084	7
489	46	703
490	1064	82
491	26	30
492	28	118
493	1062	67
494	20	594
495	1090	56
496	19	38
497	1092	96
498	20	24
499	26	200
500	1103	357
501	1096	114
502	1097	22
503	19	55
504	1084	21
505	31	115
506	1073	3
507	29	66
508	1067	10
509	43	50
510	19	67
511	1034	94
512	1098	85
513	45	99
514	1117	73
515	40	56
516	1058	86
517	43	3
518	33	30
519	1026	243
520	1088	219
521	1089	24
522	43	9
523	36	12
524	33	20
525	32	60
526	985	181
527	1574	39
528	29	158
529	1488	192
530	273	381
531	1136	9
532	38	16
533	29	108
534	936	209
535	1094	123
536	1099	523
537	1080	123
538	1091	66
539	39	22
540	36	35
541	26	10
542	25	178
543	995	244
544	1103	65
545	51	22
546	31	41
547	1022	140
548	1086	151
549	1091	69
550	24	49
551	18	43
552	17	43
553	1066	40
554	30	77
555	1085	10
556	31	23
557	19	49
558	1060	103
559	37	98
560	1061	44
561	35	50
562	19	57
563	1057	62
564	36	29
565	27	15
566	18	6
567	18	153
568	1042	63
569	43	1
570	20	168
571	1055	30
572	37	242
573	1061	11
574	38	4
575	22	36
576	18	245
577	1052	22
578	37	62
579	1071	151
580	1100	78
581	35	185
582	1052	92
583	44	21
584	34	74
585	1042	183
586	1117	298
587	1077	19
588	31	35
589	38	329
590	1043	177
591	1082	40
592	46	18
593	29	11
594	25	171
595	1039	451
596	1114	17
597	44	16
598	31	123
599	1035	27
600	25	2
601	28	13
602	17	4
603	16	122
604	1030	16
605	36	45
606	1060	22
607	47	31
608	1050	46
609	25	2
610	28	51
611	1035	169
612	1092	49
613	34	102
614	1065	31
615	34	51
616	1064	68
617	34	130
618	1075	107
619	47	432
620	1052	263
621	1092	8
622	34	121
623	57	123
624	1044	6
625	44	282
626	1075	126
627	1123	34
628	36	75
629	1062	20
630	35	69
631	1065	150
632	1093	1
633	47	63
634	1053	63
635	35	60
636	1067	266
637	1094	18
638	38	158
639	1061	202
640	1093	36
641	35	29
642	1065	14
643	34	139
644	1065	196
645	1094	114
646	1093	47
647	25	4
648	27	7
649	17	291
650	1044	37
651	34	76
652	1065	6
653	25	77
654	1066	16
655	46	13
656	32	10
657	25	100
658	1008	14
659	47	389
660	1052	10
661	35	174
662	1079	195
663	1093	106
664	1092	181
665	1120	88
666	50	39
667	1059	268
668	1123	18
669	31	134
670	1078	95
671	23	19
672	26	12
673	16	125
674	1047	60
675	29	1
676	27	177
677	1671	122
678	1100	98
679	39	90
680	1067	71
681	38	29
682	25	80
683	1061	206
684	1112	158
685	29	2
686	27	2
687	17	58
688	1045	16
689	31	102
690	1099	235
691	1101	265
692	1113	151
693	1101	34
694	23	133
695	1070	78
696	23	20
697	17	132
698	1067	20
699	23	181
700	1074	23
701	22	34
702	17	80
703	1074	62
704	25	6
705	26	80
706	1063	525
707	1114	66
708	31	155
709	1074	50
710	31	10
711	27	223
712	1059	47
713	20	335
714	1089	20
715	20	44
716	26	45
717	1085	141
718	1102	4
719	38	7
720	20	82
721	1068	135
722	32	146
723	1077	124
724	1102	17
725	31	86
726	1076	84
727	33	128
728	1075	17
729	31	32
730	1059	507
731	1076	351
732	1077	148
733	1076	99
734	1068	170
735	1067	191
736	1104	38
737	38	31
738	17	170
739	1051	119
740	1086	30
741	42	123
742	1055	222
743	1093	33
744	39	35
745	18	10
746	15	101
747	1043	15
748	32	109
749	1065	6
750	63	30
751	32	7
752	25	55
753	24	273
754	1017	41
755	57	6
756	18	222
757	1057	45
758	32	90
759	1071	35
760	37	24
761	19	102
762	1057	68
763	33	428
764	1071	8
765	33	61
766	1072	147
767	1093	49
768	37	18
769	17	90
770	1052	24
771	45	29
772	18	103
773	1043	310
774	1092	67
775	38	10
776	37	161
777	1038	212
778	1086	130
779	1129	125
780	48	29
781	32	35
782	16	141
783	1042	4
784	32	64
785	1095	54
786	42	161
787	1075	45
788	36	15
789	26	60
790	1043	109
791	1108	91
792	38	21
793	17	37
794	23	118
795	1035	41
796	44	92
797	1116	57
798	58	29
799	38	79
800	17	24
801	14	25
802	14	5
803	13	71
804	1045	65
805	43	249
806	1099	223
807	1113	136
808	46	11
809	17	61
810	1087	17
811	57	29
812	26	291
813	1045	14
814	35	21
815	17	85
816	1068	232
817	1093	17
818	40	15
819	21	31
820	15	5
821	15	148
822	1047	30
823	44	108
824	1070	185
825	1093	314
826	1095	70
827	37	39
828	18	83
829	1059	29
830	34	75
831	1070	683
832	1104	31
833	33	170
834	1082	19
835	49	26
836	17	11
837	16	146
838	1058	66
839	47	21
840	17	54
841	1060	297
842	1093	23
843	37	33
844	17	156
845	1069	37
846	43	239
847	1061	58
848	33	102
849	1080	202
850	1094	159
851	1103	73
852	46	53
853	1058	27
854	44	206
855	1059	26
856	34	157
857	1071	156
858	1111	245
859	1103	266
860	1084	159
861	1102	138
862	1088	95
863	28	38
864	25	10
865	17	27
866	1054	84
867	37	6
868	17	197
869	1062	96
